COUNTY;STATE;AporteMensual;Genero;Edad;FechaNacimiento
;;180000;1;44;1971
;;;2;45;1970
;;;1;22;1992
;;;2;18;1997
;;98;1;54;1961
;;;1;51;1964
;;98;1;31;1984
;;;2;27;1988
;;59000;2;56;1959
;;;1;76;1939
;;;2;16;1999
;;;1;25;1989
;;72000;2;27;1988
;;;2;0;2015
;;160000;1;66;1949
;;;2;66;1949
;;;1;38;1977
;;98;1;39;1976
;;;1;18;1997
;;;2;16;1999
;;;1;11;2004
;;;1;6;2009
;;;2;34;1981
;;;1;14;2001
;;;2;3;2012
;;;2;58;1956
;;;1;25;1990
;;98;2;32;1983
;;150000;1;29;1985
;;;2;2;2013
;;25000;1;53;1962
;;;2;39;1976
;;25000;2;19;1995
;;77300;1;71;1944
;;;2;69;1946
;;;1;63;1952
;;;2;52;1963
;;98;1;23;1992
;;;1;21;1994
;;;1;18;1997
;;;1;76;1939
;;;2;68;1947
;;;2;16;1999
;;;1;53;1962
;;;2;52;1963
;;;1;6;2009
;;;1;33;1982
;;;2;32;1983
;;;1;14;2001
;;;2;10;2004
;;;2;22;1992
;;;2;4;2011
;;;1;2;2013
;;77300;2;74;1941
;;;1;45;1970
;;77300;2;79;1936
;;70000;2;50;1964
;;;2;27;1988
;;26000;1;49;1966
;;33600;1;23;1992
;;98;1;24;1991
;;;2;44;1971
;;198250;1;61;1954
;;182000;2;59;1956
;;80000;2;23;1992
;;;2;49;1966
;;45000;2;25;1990
;;75000;2;67;1948
;;40000;2;29;1986
;;;1;42;1973
;;40000;2;40;1975
;;44000;1;23;1992
;;;1;8;2007
;;182000;1;70;1945
;;26350;1;40;1975
;;;2;34;1981
;;26350;1;30;1985
;;;2;27;1988
;;;1;39;1976
;;;2;36;1979
;;;2;6;2009
;;;1;4;2011
;;;2;53;1962
;;81000;1;32;1983
;;;2;32;1983
;;;1;7;2008
;;500000;2;67;1948
;;48000;1;54;1961
;;72000;2;43;1972
;;;1;18;1997
;;26350;1;33;1982
;;;2;29;1985
;;;1;14;2001
;;;2;8;2007
;;;2;73;1942
;;;2;14;2001
;;;1;54;1960
;;;2;42;1972
;;;1;23;1992
;;;2;15;2000
;;98;1;65;1950
;;;2;58;1957
;;;1;25;1990
;;;2;27;1988
;;192000;1;65;1950
;;;2;48;1967
;;80500;1;27;1988
;;;2;12;2003
;;;2;48;1967
;;;2;49;1966
;;25774;2;23;1992
;;32000;2;22;1993
;;32000;1;44;1971
;;;2;42;1973
;;;2;26;1989
;;;1;21;1994
;;;1;19;1996
;;;1;78;1937
;;;2;75;1940
;;80500;1;60;1955
;;;2;59;1956
;;;1;28;1987
;;;1;34;1981
;;25774;2;32;1983
;;;2;4;2011
;;56000;2;51;1963
;;80500;1;56;1958
;;;1;21;1994
;;520000;1;63;1952
;;98;2;56;1959
;;98;1;29;1986
;;98;2;36;1979
;;;1;4;2011
;;;2;19;1995
;;;2;66;1949
;;;2;18;1997
;;;1;17;1998
;;;1;12;2003
;;;1;38;1977
;;25774;2;32;1983
;;;1;40;1975
;;;2;35;1980
;;;2;15;2000
;;;2;11;2004
;;;1;37;1978
;;;2;59;1956
;;;1;29;1985
;;;1;27;1988
;;;2;39;1976
;;;1;20;1995
;;;2;18;1997
;;;1;36;1979
;;;2;12;2003
;;;1;34;1981
;;;1;37;1978
;;;2;28;1986
;;;1;2;2013
;;77320;1;81;1934
;;;2;68;1947
;;;1;19;1996
;;;2;13;2002
;;;1;11;2004
;;;1;29;1986
;;;2;26;1989
;;;2;7;2008
;;;2;53;1962
;;;2;29;1986
;;;1;24;1991
;;;2;39;1975
;;;1;18;1997
;;;2;19;1996
;;;1;2;2013
;;48000;1;40;1975
;;;2;40;1975
;;;1;18;1997
;;;2;14;2001
;;;2;66;1949
;;;2;37;1978
;;;1;20;1995
;;;2;20;1995
;;;2;31;1983
;;;2;13;2002
;;;2;10;2005
;;;2;8;2007
;;;1;6;2009
;;;1;44;1971
;;;2;41;1974
;;;1;44;1971
;;;1;23;1992
;;;1;18;1997
;;;1;12;2003
;;;2;10;2005
;;;1;6;2009
;;32880;1;42;1973
;;;2;32;1983
;;;2;16;1999
;;;2;12;2003
;;;1;10;2005
;;;2;7;2008
;;;2;4;2011
;;;1;2;2013
;;;1;49;1966
;;;1;36;1979
;;;2;15;2000
;;384000;1;69;1946
;;;2;64;1950
;;80500;1;45;1970
;;80500;2;36;1979
;;;1;10;2005
;;;2;4;2011
;;;2;74;1941
;;;1;43;1972
;;;1;47;1968
;;;2;51;1964
;;;2;69;1945
;;52000;1;34;1981
;;;2;32;1983
;;;2;30;1985
;;32000;1;28;1987
;;;1;32;1983
;;80500;2;24;1990
;;;2;5;2010
;;;2;2;2013
;;;2;41;1974
;;;1;31;1983
;;;2;38;1977
;;;1;17;1998
;;;1;8;2007
;;;1;5;2010
;;;1;0;2015
;;;1;50;1965
;;;2;34;1981
;;;2;18;1997
;;;1;14;2001
;;;1;10;2005
;;;2;2;2012
;;;1;55;1960
;;25774;1;43;1972
;;;2;35;1980
;;;2;13;2001
;;;1;12;2003
;;98;1;52;1962
;;336000;2;66;1949
;;103900;2;72;1943
;;98;2;43;1972
;;;2;16;1999
;;;2;11;2004
;;98;2;39;1976
;;80500;2;85;1930
;;80500;2;80;1935
;;80500;2;21;1994
;;360000;1;68;1947
;;;2;35;1980
;;;2;41;1974
;;;1;11;2004
;;;2;10;2005
;;;1;36;1979
;;;2;58;1957
;;;1;18;1997
;;;2;16;1999
;;80000;1;40;1975
;;80000;2;43;1972
;;;1;14;2001
;;;2;6;2009
;;;2;28;1987
;;;2;47;1968
;;;2;22;1993
;;;2;19;1995
;;80500;1;55;1960
;;;2;51;1964
;;;1;13;2002
;;;2;46;1969
;;;1;18;1997
;;;1;16;1999
;;;2;12;2003
;;;2;26;1989
;;;2;4;2010
;;;2;3;2012
;;;2;21;1994
;;;1;1;2014
;;;1;63;1952
;;;2;48;1967
;;80500;1;53;1962
;;;2;14;2001
;;28000;2;31;1984
;;;2;8;2007
;;;2;20;1995
;;;1;56;1959
;;25774;2;48;1967
;;;1;27;1987
;;25774;2;26;1989
;;;2;0;2015
;;25774;1;43;1972
;;;2;44;1970
;;;2;14;2001
;;;2;13;2002
;;;1;11;2004
;;;1;41;1974
;;26000;2;37;1978
;;;1;11;2004
;;;1;9;2006
;;;2;68;1947
;;;1;43;1971
;;;1;45;1970
;;;2;26;1989
;;;2;6;2009
;;;2;59;1956
;;;1;34;1981
;;;1;74;1941
;;;2;73;1942
;;;1;76;1938
;;;2;78;1937
;;28000;1;39;1976
;;;1;43;1972
;;;1;41;1974
;;;2;35;1980
;;;1;16;1999
;;;1;14;2001
;;;1;66;1949
;;;2;33;1982
;;;2;15;2000
;;;1;14;2001
;;;2;13;2002
;;;1;51;1964
;;;2;38;1977
;;;1;16;1999
;;;2;14;2001
;;;1;10;2005
;;80500;2;32;1983
;;;1;53;1962
;;;2;54;1961
;;;1;32;1983
;;;1;17;1998
;;;1;29;1986
;;;2;28;1987
;;;2;6;2009
;;;2;4;2011
;;;2;2;2013
;;;1;45;1970
;;;2;44;1971
;;;1;28;1987
;;;2;24;1991
;;;1;25;1990
;;;1;8;2007
;;;1;7;2008
;;;2;5;2010
;;;1;2;2012
;;;2;47;1968
;;;1;42;1973
;;;2;12;2003
;;;2;70;1945
;;;1;38;1977
;;300000;2;85;1930
;;370000;1;65;1950
;;98;2;59;1956
;;100000;1;57;1958
;;702000;1;56;1959
;;;2;54;1961
;;;1;19;1995
;;;1;17;1998
;;;2;52;1963
;;800000;1;63;1952
;;25800;2;45;1970
;;25774;1;24;1990
;;25800;2;20;1995
;;;1;15;1999
;;80500;1;45;1970
;;;2;36;1979
;;;2;19;1996
;;;2;15;2000
;;;1;58;1957
;;;2;50;1965
;;;1;22;1993
;;;1;19;1996
;;80000;1;55;1960
;;52000;2;49;1966
;;25774;2;21;1994
;;;1;18;1997
;;;2;33;1982
;;80500;1;34;1981
;;;2;6;2009
;;;1;3;2011
;;;2;39;1976
;;;1;22;1993
;;;1;9;2006
;;;2;7;2008
;;;2;1;2013
;;;1;22;1993
;;25774;1;29;1986
;;;2;26;1989
;;;1;5;2010
;;;2;4;2011
;;;1;57;1958
;;;2;52;1963
;;;2;21;1994
;;;2;60;1955
;;;2;46;1969
;;100000;2;54;1961
;;100000;1;53;1962
;;;1;21;1994
;;;2;19;1996
;;;1;80;1935
;;72000;2;61;1954
;;218000;1;64;1951
;;80000;1;60;1955
;;48000;1;32;1983
;;;2;41;1974
;;;2;10;2005
;;;2;37;1978
;;;2;17;1998
;;;1;13;2002
;;25774;2;23;1991
;;;1;7;2008
;;;2;4;2011
;;;1;38;1977
;;;2;35;1980
;;;1;6;2009
;;;2;23;1992
;;;2;23;1992
;;;2;27;1988
;;76000;1;38;1977
;;40000;2;39;1976
;;;2;6;2009
;;;1;71;1944
;;;2;62;1953
;;;2;36;1979
;;;1;8;2007
;;;2;64;1951
;;;1;23;1992
;;;2;14;2001
;;25774;1;57;1957
;;;2;49;1966
;;;2;14;2001
;;;1;22;1993
;;;2;21;1994
;;;1;57;1958
;;;2;32;1983
;;;1;2;2013
;;25774;1;27;1988
;;;2;24;1991
;;;2;7;2008
;;;1;3;2012
;;;1;1;2014
;;;2;56;1959
;;25774;1;33;1982
;;25774;2;26;1989
;;;1;2;2013
;;;1;36;1979
;;25774;2;31;1984
;;;2;10;2005
;;;1;51;1964
;;80500;2;46;1969
;;;1;17;1998
;;;2;5;2010
;;;1;47;1968
;;;2;41;1973
;;;2;17;1998
;;;2;11;2004
;;25774;2;19;1996
;;;1;3;2012
;;;2;52;1963
;;;1;15;2000
;;80500;1;80;1935
;;;2;74;1941
;;;2;32;1983
;;;1;60;1955
;;;1;39;1976
;;;1;37;1978
;;;1;11;2004
;;;2;79;1936
;;;2;59;1955
;;;1;32;1983
;;;2;33;1982
;;;2;7;2007
;;;2;7;2008
;;25774;1;48;1967
;;;1;16;1999
;;;1;52;1963
;;;2;46;1969
;;;1;23;1992
;;;2;13;2002
;;;2;78;1936
;;;2;7;2008
;;25774;1;41;1974
;;;2;38;1977
;;;2;15;2000
;;;1;8;2007
;;;1;5;2010
;;25774;2;48;1967
;;;1;20;1995
;;;1;16;1999
;;80000;1;63;1952
;;26000;2;63;1952
;;;1;24;1991
;;;1;26;1989
;;;2;29;1986
;;;1;4;2011
;;60000;1;35;1979
;;80000;2;32;1983
;;;2;0;2014
;;;2;51;1964
;;;1;22;1993
;;;1;19;1996
;;120000;2;58;1957
;;80000;2;49;1966
;;;2;45;1970
;;;1;15;2000
;;;1;10;2005
;;240000;2;65;1950
;;240000;1;66;1949
;;80000;1;37;1978
;;96000;2;40;1975
;;;2;20;1995
;;;1;15;2000
;;;1;12;2003
;;;2;82;1933
;;;2;51;1964
;;;2;21;1994
;;80500;2;31;1983
;;48000;2;42;1973
;;;2;8;2007
;;80000;1;51;1964
;;;2;43;1972
;;;2;20;1995
;;;2;13;2002
;;;2;3;2012
;;;1;49;1966
;;25774;2;43;1972
;;25774;2;26;1989
;;25774;2;22;1993
;;;1;5;2010
;;;2;38;1977
;;;1;40;1975
;;;1;15;2000
;;;2;10;2005
;;;1;3;2012
;;80500;1;45;1969
;;;2;38;1977
;;;2;12;2002
;;;1;8;2007
;;25774;1;30;1985
;;;2;26;1989
;;;1;6;2009
;;;2;0;2015
;;25774;1;40;1975
;;;2;28;1987
;;;2;5;2010
;;;2;21;1994
;;25774;1;63;1952
;;;2;39;1976
;;;2;3;2012
;;;2;2;2013
;;;2;51;1963
;;25774;2;30;1985
;;;1;1;2014
;;;2;26;1989
;;;2;78;1937
;;;2;46;1969
;;;1;26;1989
;;;1;23;1992
;;;1;30;1985
;;;2;29;1986
;;;1;10;2005
;;;1;8;2007
;;;2;0;2015
;;;2;44;1971
;;;1;47;1968
;;;1;20;1995
;;;2;6;2009
;;;2;22;1993
;;;1;4;2011
;;;2;34;1981
;;;1;18;1996
;;;2;13;2002
;;;1;7;2008
;;;2;6;2008
;;;1;39;1976
;;;2;35;1980
;;204000;1;63;1952
;;;2;52;1963
;;;2;20;1995
;;;1;4;2011
;;84000;2;63;1952
;;98;2;61;1954
;;92000;2;37;1978
;;;1;11;2003
;;;1;10;2005
;;;2;4;2010
;;25774;2;52;1963
;;25774;2;39;1976
;;;2;69;1946
;;;1;63;1952
;;98;1;68;1947
;;;1;65;1950
;;112000;1;37;1978
;;98;2;28;1987
;;;2;5;2010
;;;1;70;1945
;;;2;66;1949
;;;1;59;1956
;;;2;61;1954
;;98;1;27;1988
;;;1;25;1990
;;;2;35;1980
;;;1;14;2001
;;;1;9;2006
;;;1;8;2007
;;36000;1;34;1981
;;;2;36;1979
;;80500;2;40;1975
;;;1;19;1996
;;;2;13;2002
;;95000;2;66;1949
;;;2;42;1973
;;;1;41;1974
;;;1;13;2002
;;;2;11;2004
;;25774;1;40;1975
;;;2;34;1981
;;;1;15;2000
;;;1;41;1974
;;;2;32;1982
;;;1;4;2011
;;;2;40;1975
;;;2;17;1998
;;;1;10;2005
;;60000;1;56;1959
;;;2;54;1960
;;;2;18;1997
;;;1;30;1985
;;25774;2;34;1981
;;;2;2;2013
;;;1;33;1982
;;;2;31;1984
;;98;1;64;1950
;;98;2;59;1956
;;98;1;31;1984
;;;1;21;1994
;;98;1;32;1983
;;98;2;73;1942
;;;1;24;1991
;;80500;2;63;1952
;;98;1;55;1960
;;300000;2;53;1962
;;;2;13;2002
;;60000;1;35;1980
;;35000;2;28;1987
;;98;2;54;1961
;;;2;86;1928
;;35000;1;33;1982
;;60000;2;31;1984
;;;1;0;2015
;;;2;65;1950
;;120000;1;76;1939
;;;2;65;1950
;;;2;32;1982
;;350000;1;37;1978
;;;2;2;2013
;;36000;1;45;1970
;;36000;2;44;1971
;;;2;6;2008
;;98;1;73;1942
;;200000;2;67;1948
;;98;2;43;1971
;;98;1;60;1955
;;98;2;57;1957
;;;2;22;1993
;;;2;19;1996
;;98;1;57;1958
;;;2;54;1961
;;;2;30;1985
;;;2;12;2003
;;;1;9;2006
;;98;1;34;1981
;;;2;37;1978
;;;2;6;2009
;;;2;0;2014
;;;1;43;1971
;;;2;48;1967
;;98;1;25;1990
;;;1;21;1994
;;;2;33;1982
;;;1;17;1998
;;;2;71;1943
;;40000;1;46;1969
;;;2;42;1973
;;;2;17;1998
;;22000;1;29;1986
;;;2;23;1992
;;;1;2;2013
;;300000;2;69;1946
;;75000;2;77;1938
;;98;2;52;1963
;;80000;1;45;1970
;;;1;24;1990
;;;2;10;2005
;;98;1;27;1988
;;;2;43;1972
;;;2;19;1996
;;;1;54;1961
;;80000;2;44;1971
;;;1;17;1998
;;;2;18;1997
;;98;2;81;1934
;;77000;2;56;1959
;;26000;1;48;1967
;;;2;30;1985
;;295000;2;68;1946
;;700000;2;57;1958
;;;1;57;1958
;;;1;61;1953
;;;2;41;1974
;;;1;17;1998
;;;2;10;2004
;;98;1;60;1955
;;98;2;42;1973
;;;1;18;1997
;;;2;7;2007
;;;2;20;1995
;;;2;1;2014
;;26000;2;36;1979
;;78000;1;46;1969
;;;1;3;2012
;;30864;1;50;1964
;;;2;36;1979
;;;2;12;2002
;;;2;11;2004
;;;2;59;1956
;;311500;2;72;1943
;;140000;1;47;1968
;;98;1;51;1964
;;80500;2;37;1978
;;320000;2;36;1979
;;3200000;1;31;1984
;;485000;1;65;1950
;;;2;61;1954
;;;1;74;1941
;;300000;1;66;1949
;;;1;102;1913
;;;2;90;1925
;;60000;1;68;1947
;;80500;2;52;1962
;;;1;56;1959
;;;2;64;1950
;;;1;22;1992
;;;2;53;1962
;;;1;22;1993
;;45000;2;20;1995
;;400000;1;42;1973
;;;2;23;1991
;;189000;1;73;1942
;;;2;46;1969
;;25000;1;18;1997
;;;2;81;1933
;;80500;1;55;1960
;;;2;51;1964
;;98;2;58;1957
;;25000;2;27;1988
;;80500;2;73;1942
;;;1;71;1944
;;25000;1;24;1991
;;;2;23;1992
;;;2;3;2012
;;;1;0;2015
;;98;2;30;1985
;;98;1;28;1987
;;34000;1;25;1989
;;;2;27;1988
;;;1;4;2011
;;;2;73;1942
;;;1;45;1970
;;;1;33;1982
;;;1;67;1948
;;;2;68;1947
;;;2;14;2001
;;;1;8;2007
;;;2;5;2010
;;;2;43;1972
;;;1;13;2002
;;25000;2;19;1996
;;;1;23;1992
;;;1;1;2014
;;280000;1;84;1930
;;;2;57;1958
;;80000;1;21;1994
;;40000;2;39;1976
;;;2;20;1995
;;;1;9;2005
;;17000;1;39;1976
;;98;2;36;1979
;;;1;16;1999
;;;1;13;2002
;;;2;55;1959
;;98;1;45;1969
;;;2;41;1974
;;;2;16;1999
;;;2;14;2001
;;;2;36;1979
;;81000;1;41;1974
;;;1;14;2001
;;;1;11;2004
;;;2;32;1983
;;;1;6;2009
;;30000;1;52;1963
;;26000;2;43;1972
;;;2;15;2000
;;;2;33;1982
;;;1;15;2000
;;;2;12;2003
;;80000;1;58;1957
;;;2;77;1938
;;98;2;31;1984
;;;2;8;2007
;;13000;2;51;1964
;;300000;1;43;1972
;;;2;52;1963
;;;1;49;1966
;;;1;14;2001
;;;2;29;1986
;;40000;2;33;1982
;;;1;29;1986
;;;2;3;2012
;;;2;62;1953
;;24000;2;43;1972
;;;2;20;1995
;;;1;16;1999
;;;2;12;2003
;;;2;79;1936
;;;1;51;1964
;;98;1;48;1967
;;30000;1;23;1992
;;;2;20;1995
;;;1;2;2013
;;77000;2;76;1939
;;;1;60;1955
;;98;2;56;1959
;;98;2;31;1984
;;98;1;46;1969
;;;2;6;2009
;;94000;2;74;1941
;;26000;2;56;1959
;;81000;1;49;1966
;;;2;51;1964
;;;1;21;1994
;;;2;33;1982
;;;1;11;2004
;;;2;9;2006
;;98;2;32;1983
;;;1;11;2004
;;;2;7;2008
;;98;1;26;1988
;;;2;29;1986
;;98;1;51;1964
;;98;2;48;1967
;;98;2;28;1987
;;;1;24;1991
;;;2;22;1993
;;;1;69;1945
;;;2;65;1950
;;;2;27;1988
;;;2;17;1998
;;;1;1;2014
;;98;1;34;1980
;;;2;34;1981
;;;1;18;1997
;;;2;16;1999
;;;1;8;2007
;;;1;3;2012
;;;1;27;1988
;;;2;22;1993
;;;1;0;2015
;;98;2;40;1975
;;;1;17;1998
;;98;2;76;1939
;;98;1;35;1980
;;;2;24;1991
;;81000;1;35;1980
;;;2;46;1969
;;;1;11;2004
;;;2;2;2013
;;;1;22;1993
;;;1;19;1996
;;;1;38;1977
;;;2;32;1983
;;;2;12;2002
;;;1;4;2010
;;;1;2;2013
;;;1;0;2015
;;;2;54;1961
;;;1;25;1990
;;98;1;54;1960
;;;2;48;1966
;;;2;20;1995
;;98;1;18;1997
;;105000;2;68;1947
;;;2;37;1978
;;;2;77;1937
;;;1;78;1937
;;;1;51;1964
;;81000;1;51;1964
;;98;2;50;1965
;;;1;20;1995
;;;1;14;2001
;;;2;48;1967
;;;2;23;1992
;;98;1;30;1985
;;98;2;32;1982
;;;1;2;2013
;;;1;1;2014
;;98;1;40;1975
;;;2;35;1980
;;;2;11;2004
;;;2;3;2012
;;98;1;67;1948
;;;2;65;1950
;;;1;29;1986
;;98;2;35;1980
;;;2;68;1947
;;;2;35;1979
;;;2;13;2002
;;98;1;32;1982
;;;2;24;1990
;;;2;1;2014
;;;1;25;1990
;;;2;25;1990
;;;2;0;2015
;;81000;1;44;1971
;;98;2;37;1978
;;;1;11;2004
;;;2;53;1962
;;;1;27;1988
;;;1;23;1992
;;150000;1;54;1961
;;;2;48;1967
;;;1;24;1991
;;;1;59;1956
;;;2;58;1957
;;36000;2;27;1988
;;;1;22;1992
;;;2;17;1998
;;;2;2;2013
;;;2;50;1965
;;;1;53;1962
;;;1;22;1993
;;;2;25;1990
;;;1;9;2005
;;;1;6;2009
;;;1;1;2014
;;25000;1;32;1983
;;;2;26;1989
;;;2;1;2014
;;;2;57;1958
;;;1;30;1985
;;;1;28;1987
;;;2;26;1989
;;;1;6;2009
;;;1;32;1983
;;;2;28;1987
;;;2;4;2011
;;;1;3;2012
;;;1;1;2013
;;;2;30;1985
;;;1;26;1989
;;26000;2;25;1990
;;;1;5;2010
;;82000;2;76;1939
;;;1;40;1975
;;26000;2;50;1965
;;;1;23;1992
;;;2;15;2000
;;;2;14;2001
;;98;2;64;1950
;;26000;2;47;1968
;;;2;24;1991
;;56000;1;43;1972
;;88000;2;43;1971
;;;2;13;2002
;;;2;10;2005
;;;2;53;1962
;;;1;49;1966
;;;2;14;2001
;;;2;60;1955
;;;2;56;1959
;;;1;36;1979
;;;1;50;1965
;;;2;53;1962
;;;2;39;1976
;;80500;1;44;1971
;;;1;18;1997
;;;1;14;2001
;;;2;40;1975
;;;1;15;2000
;;;2;12;2003
;;;1;24;1990
;;;1;58;1957
;;;2;62;1953
;;;2;25;1989
;;40000;1;24;1991
;;;2;38;1977
;;98;1;39;1976
;;;1;12;2003
;;;1;6;2009
;;150000;1;77;1937
;;200000;2;61;1954
;;100000;2;23;1992
;;;2;34;1981
;;160000;1;36;1979
;;;1;6;2009
;;;2;1;2014
;;;2;27;1988
;;27000;2;43;1972
;;80000;1;26;1988
;;28000;2;24;1991
;;;1;20;1995
;;;2;16;1999
;;140000;1;38;1977
;;;2;38;1977
;;;1;7;2008
;;;1;0;2014
;;99;1;54;1961
;;160000;2;47;1968
;;;2;15;2000
;;;1;7;2008
;;90000;1;71;1944
;;;2;61;1954
;;;1;46;1969
;;;2;42;1973
;;;2;4;2011
;;32000;2;21;1994
;;;2;5;2010
;;80000;2;30;1985
;;;1;3;2012
;;40000;2;29;1986
;;;2;12;2003
;;;2;66;1949
;;;2;60;1955
;;56000;2;27;1988
;;;1;38;1976
;;;1;5;2010
;;40000;1;34;1981
;;;2;34;1981
;;;2;12;2003
;;;1;10;2005
;;90000;1;76;1939
;;68000;2;76;1939
;;;1;50;1965
;;;2;50;1965
;;48000;2;23;1992
;;;1;22;1993
;;135000;1;69;1945
;;;2;28;1987
;;80000;1;59;1956
;;63000;2;73;1942
;;;2;50;1965
;;60000;2;47;1968
;;;2;20;1995
;;;2;14;2001
;;36000;1;48;1967
;;;2;46;1969
;;;1;17;1997
;;;1;14;2001
;;;1;2;2013
;;;1;41;1974
;;98;1;75;1940
;;;2;60;1955
;;98;2;62;1953
;;98;1;48;1967
;;98;2;46;1969
;;98;1;25;1989
;;48000;2;42;1973
;;98;1;50;1965
;;;1;23;1992
;;98;1;65;1950
;;98;2;60;1955
;;98;2;44;1971
;;98;1;50;1965
;;98;2;51;1964
;;98;1;24;1991
;;;1;9;2006
;;;2;82;1933
;;;2;49;1965
;;;1;49;1966
;;98;2;25;1990
;;;2;30;1985
;;;1;29;1985
;;;2;12;2003
;;;2;9;2006
;;;2;4;2011
;;;2;46;1969
;;;1;25;1990
;;;2;22;1993
;;;1;22;1993
;;;2;0;2015
;;;2;25;1990
;;98;1;86;1929
;;;2;68;1947
;;;2;35;1979
;;;2;13;2002
;;98;1;72;1943
;;;2;48;1967
;;;2;18;1996
;;;2;58;1957
;;38000;2;26;1988
;;;1;54;1961
;;98;1;32;1983
;;;2;31;1984
;;;2;3;2012
;;99;1;37;1978
;;;2;34;1981
;;;2;7;2008
;;98;1;47;1967
;;;2;45;1970
;;;1;14;2001
;;;1;10;2005
;;;2;79;1936
;;;1;54;1961
;;;1;35;1979
;;;1;43;1972
;;;1;9;2006
;;;1;7;2008
;;;1;3;2012
;;;2;31;1984
;;;1;31;1984
;;;2;5;2010
;;;2;3;2012
;;;2;1;2014
;;;1;33;1982
;;;2;40;1975
;;;1;21;1994
;;;2;15;1999
;;;2;1;2014
;;;1;28;1987
;;;1;47;1968
;;;2;44;1971
;;98;1;24;1991
;;;1;22;1993
;;;1;22;1993
;;;1;16;1999
;;;1;14;2001
;;;2;10;2005
;;;2;61;1954
;;;1;14;2000
;;;1;29;1986
;;;2;24;1990
;;;2;46;1969
;;;1;22;1993
;;98;2;76;1939
;;;1;34;1981
;;;1;24;1991
;;;2;51;1963
;;98;2;26;1989
;;98;1;19;1996
;;98;1;45;1970
;;;2;40;1975
;;;1;18;1997
;;;2;12;2003
;;98;2;65;1949
;;;1;28;1986
;;;2;24;1990
;;;2;48;1967
;;;1;26;1989
;;;1;16;1999
;;98;2;75;1939
;;;1;53;1962
;;;1;13;2002
;;;2;25;1990
;;98;1;27;1988
;;98;1;50;1965
;;;2;37;1978
;;;2;16;1999
;;;2;15;2000
;;;2;10;2005
;;;1;64;1951
;;;2;27;1988
;;;2;4;2011
;;98;1;39;1976
;;;2;32;1983
;;;2;12;2002
;;;1;9;2006
;;;2;6;2009
;;;1;28;1987
;;;1;80;1935
;;;2;67;1948
;;;1;34;1981
;;;2;40;1975
;;;1;19;1996
;;98;1;63;1952
;;98;2;60;1955
;;;1;31;1984
;;98;1;55;1959
;;;2;46;1969
;;;2;25;1990
;;;2;30;1985
;;;1;5;2010
;;98;1;45;1970
;;;2;18;
;;;1;21;1994
;;26000;1;40;1974
;;;2;39;1976
;;;1;18;1997
;;;1;15;2000
;;;1;14;2001
;;98;1;63;1952
;;;2;54;1961
;;;1;32;1983
;;;1;21;1994
;;;2;18;1997
;;400000;1;72;1943
;;;1;40;1975
;;;2;30;1985
;;;2;11;2004
;;;1;6;2008
;;;1;2;2013
;;;2;23;1992
;;;2;52;1963
;;;2;21;1993
;;82000;1;37;1977
;;;2;48;1967
;;;1;15;2000
;;;2;8;2006
;;98;1;34;1980
;;;2;31;1984
;;;1;38;1976
;;;1;10;2005
;;;2;6;2009
;;98;1;45;1970
;;98;2;39;1976
;;;1;19;1996
;;;1;13;2002
;;;2;9;2006
;;;2;43;1972
;;;2;3;2012
;;;2;36;1979
;;;1;16;1999
;;;2;14;2001
;;;2;11;2004
;;;1;43;1972
;;;1;53;1962
;;;2;38;1977
;;;2;20;1995
;;;2;17;1998
;;;2;11;2003
;;98;2;33;1982
;;;2;13;2002
;;;2;38;1977
;;;1;38;1977
;;;2;1;2014
;;;1;35;1980
;;;1;28;1986
;;;2;66;1949
;;;1;27;1987
;;;1;44;1971
;;;1;44;1971
;;;2;43;1971
;;;1;21;1994
;;;2;17;1998
;;200000;1;63;1952
;;;2;54;1961
;;35000;2;27;1988
;;;1;0;2015
;;;2;21;1994
;;98;1;32;1983
;;;2;35;1980
;;;2;7;2008
;;;2;1;2014
;;98;1;45;
;;;2;41;1974
;;;2;35;1980
;;98;1;38;1977
;;;1;68;1947
;;98;2;28;1987
;;98;1;29;1986
;;;1;0;2015
;;;2;51;1964
;;68000;1;68;1947
;;;2;73;1942
;;;1;40;1975
;;36000;2;36;1979
;;39000;1;33;1982
;;;2;7;2008
;;;2;77;
;;;1;57;
;;98;1;43;1971
;;;2;42;1973
;;;1;9;2006
;;;1;20;
;;;2;18;1996
;;;2;0;2015
;;;1;43;1972
;;;2;40;1975
;;;1;17;1998
;;;1;14;2001
;;;1;11;2003
;;;2;7;2008
;;;1;30;1985
;;98;2;33;1982
;;;1;5;2010
;;17000;2;50;1965
;;15000;1;25;1990
;;;1;16;1999
;;;1;59;1955
;;;1;48;1967
;;;1;31;1984
;;;2;34;1981
;;;2;15;2000
;;;2;12;2003
;;;1;1;2013
;;98;1;34;1981
;;;2;33;1982
;;;1;5;2010
;;;1;1;2014
;;;1;69;1946
;;38000;1;60;1955
;;;1;66;1949
;;;2;65;1949
;;98;1;43;1972
;;;2;42;1973
;;;1;15;2000
;;;2;44;1971
;;;1;23;1992
;;;2;23;1992
;;;2;5;2010
;;98;1;55;1960
;;;2;30;1984
;;;2;9;2006
;;;1;4;2011
;;;1;38;1977
;;;2;41;1974
;;;2;9;2006
;;;1;7;2008
;;98;1;27;1987
;;98;2;24;1991
;;;2;2;2013
;;;2;52;1963
;;180000;2;60;1955
;;;2;42;1973
